id,host_id,host_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,availability_30,number_of_reviews,review_scores_rating,zip
4792529,57101,1.0,Rockaway Beach,40.59009,-73.81323,Entire guesthouse,Entire home/apt,4,2.0,2.0,$220.00,1,8,327,4.83,11693
4841187,14923355,1.0,Chelsea,40.74467,-74.0059,Entire rental unit,Entire home/apt,3,1.0,2.0,$200.00,30,0,7,4.57,10011
4841257,4990142,1.0,Astoria,40.77173,-73.92766999999998,Entire rental unit,Entire home/apt,4,2.0,2.0,$65.00,30,0,6,4.67,11102
4792533,2546941,1.0,Astoria,40.75677,-73.91624,Private room in rental unit,Private room,2,1.0,1.0,$180.00,4,0,8,5.0,11103
4841431,24915465,1.0,Prospect-Lefferts Gardens,40.66057,-73.95699,Entire rental unit,Entire home/apt,4,1.0,1.0,$139.00,30,0,44,4.67,11225
4842054,24918898,2.0,Williamsburg,40.70765,-73.95116,Private room in rental unit,Private room,2,1.0,1.0,$40.00,30,0,13,4.38,11211
4792744,24525564,1.0,Ridgewood,40.702,-73.90193000000002,Entire rental unit,Entire home/apt,7,3.0,3.0,$334.00,1,18,50,4.74,11385
4936254,22087408,3.0,Lower East Side,40.7191,-73.9834,Entire rental unit,Entire home/apt,4,2.0,2.0,$490.00,1,1,85,4.94,10002
4937135,25439443,1.0,Harlem,40.81864,-73.93819,Entire rental unit,Entire home/apt,4,2.0,1.0,$85.00,30,0,6,4.83,10030
4794322,24704747,1.0,Upper East Side,40.77232,-73.9581,Entire rental unit,Entire home/apt,2,1.0,1.0,$214.00,30,0,3,4.33,10075
4795029,24710778,1.0,Harlem,40.81095,-73.95421,Private room in rental unit,Private room,1,1.0,1.0,$66.00,30,0,1,4.0,10027
4795390,16151285,6.0,Williamsbridge,40.88054,-73.84810999999998,Private room in townhouse,Private room,1,1.0,1.0,$43.00,30,1,17,4.59,10466
4845290,12485770,8.0,Gramercy,40.73301,-73.98406999999997,Entire rental unit,Entire home/apt,3,1.0,1.0,$150.00,30,0,2,5.0,10003
4846199,5545129,1.0,Boerum Hill,40.68731,-73.98942,Entire rental unit,Entire home/apt,2,1.0,1.0,$85.00,30,0,2,4.5,11201
4795857,8902883,1.0,Washington Heights,40.83701,-73.94228000000003,Entire rental unit,Entire home/apt,4,2.0,3.0,$89.00,30,0,15,4.73,10032
4846877,6706914,2.0,Crown Heights,40.67226,-73.95669000000002,Private room in rental unit,Private room,1,1.0,1.0,$65.00,30,0,1,5.0,11238
4947515,1556712,1.0,Greenpoint,40.73283,-73.95617,Entire rental unit,Entire home/apt,2,1.0,1.0,$284.00,3,1,63,4.98,11222
4847177,24940913,1.0,Boerum Hill,40.68574,-73.99055,Entire condo,Entire home/apt,3,2.0,2.0,$130.00,90,28,1,5.0,11201
4948928,914838,8.0,Hell's Kitchen,40.76555,-73.9945,Entire rental unit,Entire home/apt,2,1.0,1.0,$80.00,30,30,5,3.5,10036
4848500,6902571,1.0,Bedford-Stuyvesant,40.68778,-73.95209,Entire rental unit,Entire home/apt,4,2.0,2.0,$90.00,30,0,6,5.0,11216
4951402,10795846,2.0,Upper West Side,40.78942,-73.97513000000002,Private room in rental unit,Private room,2,1.0,1.0,$65.00,30,0,171,4.71,10024
4799839,5999440,1.0,Midtown,40.75365,-73.9919,Private room in rental unit,Private room,2,1.0,1.0,$257.00,2,0,214,4.9,10018
4800921,1559494,1.0,Williamsburg,40.71221,-73.95059,Entire home,Entire home/apt,14,4.0,10.0,$457.00,2,5,127,4.51,11211
4853365,414477,1.0,Crown Heights,40.67806,-73.94722,Entire condo,Entire home/apt,4,2.0,2.0,$150.00,30,0,15,4.79,11216
4854417,24973197,1.0,Upper West Side,40.79671,-73.96225,Entire rental unit,Entire home/apt,6,3.0,4.0,$316.00,30,0,21,5.0,10025
4801661,9864136,28.0,Kips Bay,40.74267,-73.97995,Private room in rental unit,Private room,4,1.0,1.0,$98.00,30,0,39,4.44,10016
4802648,13026391,1.0,Midtown,40.75496,-73.96774,Entire rental unit,Entire home/apt,2,1.0,1.0,$165.00,30,0,11,4.55,10022
4952989,25379501,1.0,Crown Heights,40.66687,-73.95023,Private room in rental unit,Private room,5,1.0,3.0,$275.00,30,0,59,4.92,11225
4956896,8951256,1.0,Chinatown,40.71535,-73.99027,Entire rental unit,Entire home/apt,2,1.0,1.0,$165.00,30,0,43,4.65,10002
4857075,4306959,1.0,Bushwick,40.70017,-73.92841,Entire rental unit,Entire home/apt,4,2.0,2.0,$159.00,30,0,30,4.64,11237
4958223,25517905,2.0,Upper West Side,40.79500041655832,-73.96301510179636,Private room in rental unit,Private room,1,1.0,1.0,$108.00,1,3,358,4.61,10025
4859903,15398647,1.0,Upper West Side,40.7855,-73.97062,Entire rental unit,Entire home/apt,2,1.0,1.0,$479.00,3,1,98,4.66,10024
5025771,630519,1.0,Prospect Heights,40.6776,-73.96534,Entire home,Entire home/apt,6,3.0,3.0,$288.00,1,0,2,5.0,11238
4963215,7245581,19.0,East Village,40.72304000000001,-73.97674,Entire rental unit,Entire home/apt,2,1.0,3.0,$124.00,120,0,8,4.25,10009
4860430,25002053,1.0,Upper West Side,40.78864,-73.9677,Private room in rental unit,Private room,1,1.0,1.0,$100.00,30,18,175,4.83,10024
4963237,310670,7.0,Eastchester,40.87893,-73.83413,Entire rental unit,Entire home/apt,5,2.0,2.0,$141.00,2,26,30,4.83,10475
4860650,25001808,1.0,South Slope,40.65998,-73.9861,Entire home,Entire home/apt,4,1.0,3.0,$125.00,15,10,85,4.8,11215
4963511,310670,7.0,Eastchester,40.881,-73.83511,Entire rental unit,Entire home/apt,7,3.0,4.0,$224.00,2,24,22,4.5,10475
4965152,14854832,1.0,SoHo,40.72089,-74.00171,Private room in loft,Private room,2,1.0,1.0,$102.00,30,0,9,4.88,10013
5028135,3560446,1.0,Williamsburg,40.71958,-73.95504,Entire rental unit,Entire home/apt,3,1.0,1.0,$120.00,2,0,72,4.72,11211
4861859,25008474,2.0,Flatbush,40.65101,-73.95548000000002,Private room in rental unit,Private room,1,1.0,1.0,$48.00,5,6,22,4.41,11226
5029202,14362471,3.0,East Harlem,40.79706,-73.94769000000002,Entire rental unit,Entire home/apt,4,2.0,2.0,$220.00,30,0,7,4.71,10029
4967098,25605654,1.0,Morris Park,40.85456,-73.85709,Private room in rental unit,Private room,2,1.0,1.0,$50.00,30,0,2,5.0,10462
4968633,248490,2.0,Bedford-Stuyvesant,40.68232,-73.93791999999998,Private room in townhouse,Private room,2,1.0,2.0,$90.00,3,2,137,4.89,11216
4863176,25015010,1.0,Inwood,40.86663,-73.92621,Entire rental unit,Entire home/apt,2,1.0,1.0,$100.00,30,0,5,5.0,10034
4968798,23345098,1.0,East Elmhurst,40.75684,-73.87709,Private room in rental unit,Private room,2,1.0,1.0,$50.00,52,4,33,4.76,11372
5030646,25968714,1.0,Jackson Heights,40.75394,-73.87986,Private room in home,Private room,2,1.0,1.0,$100.00,30,19,40,4.69,11372
4865387,7017213,1.0,Flatbush,40.64997,-73.9628,Entire rental unit,Entire home/apt,2,1.0,1.0,$86.00,30,0,3,4.33,11226
5037892,6228539,2.0,Harlem,40.80406,-73.95494000000002,Private room in rental unit,Private room,1,1.0,1.0,$85.00,30,1,2,5.0,10026
4866049,23794464,1.0,Harlem,40.80278,-73.95583,Private room in rental unit,Private room,2,1.0,1.0,$100.00,30,12,19,5.0,10026
4976848,519554,3.0,Lower East Side,40.71905,-73.98791999999997,Private room in rental unit,Private room,1,1.0,1.0,$89.00,1,0,104,4.38,10002
4977744,10350245,1.0,Lower East Side,40.72061,-73.98775,Entire rental unit,Entire home/apt,4,1.0,2.0,$200.00,30,0,1,5.0,10002
4866875,87473,1.0,Greenpoint,40.73059,-73.95257,Entire rental unit,Entire home/apt,4,2.0,2.0,$145.00,31,0,9,4.89,11222
4978214,3737351,2.0,Canarsie,40.6384,-73.91611,Private room in townhouse,Private room,2,1.0,1.0,$45.00,4,15,43,4.68,11236
4978241,271527,2.0,Harlem,40.81141,-73.93975,Entire rental unit,Entire home/apt,4,1.0,1.0,$170.00,3,8,120,4.87,10037
5040653,19195540,2.0,Lower East Side,40.71785,-73.99019,Private room in rental unit,Private room,2,1.0,1.0,$166.00,4,10,74,4.82,10002
5040951,26024433,1.0,Gramercy,40.73351,-73.98748,Entire rental unit,Entire home/apt,2,1.0,2.0,$125.00,30,0,24,4.5,10003
4871966,3896287,1.0,Williamsburg,40.71396,-73.94021,Entire rental unit,Entire home/apt,2,1.0,1.0,$225.00,30,0,9,4.57,11211
5049823,22927481,2.0,Midtown,40.7655,-73.98018,Private room,Private room,4,1.0,1.0,$500.00,30,0,1,0.0,10019
5050156,193488,3.0,East Village,40.73333,-73.9905,Private room in rental unit,Private room,4,1.0,3.0,$115.00,2,9,25,4.71,10003
4879911,1473630,1.0,Gowanus,40.68096,-73.98209,Private room in rental unit,Private room,2,1.0,1.0,$100.00,30,0,2,4.0,11217
5050799,16616158,1.0,Crown Heights,40.67741,-73.96325999999998,Entire rental unit,Entire home/apt,2,1.0,3.0,$91.00,30,0,22,4.64,11238
4880277,18254644,1.0,Lower East Side,40.72128,-73.98529,Entire rental unit,Entire home/apt,3,1.0,2.0,$300.00,5,0,131,4.87,10002
4880542,66276,1.0,Williamsburg,40.70829000000001,-73.94852,Entire condo,Entire home/apt,3,1.0,1.0,$700.00,1,3,37,4.78,11211
4987929,25715117,1.0,Astoria,40.76523,-73.92811999999998,Private room in rental unit,Private room,2,1.0,2.0,$100.00,30,0,51,4.86,11106
5051236,26080800,2.0,Williamsburg,40.71699,-73.96299,Private room in rental unit,Private room,2,1.0,1.0,$89.00,100,0,16,4.29,11249
5052495,26089087,1.0,Williamsburg,40.70918,-73.96413000000003,Private room in loft,Private room,2,1.0,1.0,$44.00,1,0,53,4.94,11249
4991235,25271688,2.0,Greenpoint,40.7299,-73.95143,Private room in rental unit,Private room,2,1.0,1.0,$100.00,31,0,1,5.0,11222
4993422,25744379,1.0,Astoria,40.76791,-73.9204,Entire condo,Entire home/apt,2,1.0,1.0,$72.00,30,0,39,4.63,11102
4885569,17056215,4.0,Greenwich Village,40.73053,-74.00097,Entire rental unit,Entire home/apt,2,1.0,1.0,$296.00,30,0,46,4.73,10014
5058359,7635592,1.0,Washington Heights,40.85191,-73.93924,Private room in rental unit,Private room,1,1.0,1.0,$49.00,30,0,9,4.83,10033
4885673,24943630,1.0,Greenwich Village,40.73382,-73.99683,Private room in rental unit,Private room,1,1.0,1.0,$155.00,6,2,49,4.94,10003
4996027,45384,1.0,Williamsburg,40.71109000000001,-73.9642,Entire rental unit,Entire home/apt,2,1.0,1.0,$450.00,100,15,22,4.91,11249
5002867,262760,1.0,Flatbush,40.64224,-73.96236,Private room in home,Private room,3,1.0,2.0,$75.00,30,0,24,4.88,11226
5225088,2265022,1.0,Mariners Harbor,40.62914,-74.15926999999998,Entire rental unit,Entire home/apt,6,3.0,4.0,$150.00,30,20,27,4.81,10303
5060118,3737351,2.0,Canarsie,40.63841,-73.91589,Private room in townhouse,Private room,2,1.0,1.0,$46.00,5,6,52,4.82,11236
5004463,25807709,1.0,Midwood,40.62299,-73.9529,Private room in bed and breakfast,Private room,3,1.0,2.0,$60.00,30,11,27,5.0,11210
5231817,2119276,37.0,Upper East Side,40.75966,-73.96124,Entire rental unit,Entire home/apt,4,1.0,2.0,$140.00,30,2,12,4.42,10022
5232121,3339701,4.0,Ditmars Steinway,40.77727,-73.91761,Private room in rental unit,Private room,2,1.0,1.0,$50.00,1,4,147,4.45,11105
5006113,6095946,1.0,Tribeca,40.72044,-74.00399,Entire loft,Entire home/apt,6,2.0,2.0,"$1,130.00",21,0,2,5.0,10013
5006927,25821864,1.0,Ridgewood,40.70547,-73.91431999999998,Private room in rental unit,Private room,2,1.0,1.0,$65.00,30,0,5,4.75,11237
5065185,10428997,1.0,Upper West Side,40.79495,-73.97237,Entire rental unit,Entire home/apt,2,1.0,1.0,$151.00,30,1,90,4.84,10025
5233345,27084741,2.0,Sunnyside,40.74401,-73.91331,Private room in rental unit,Private room,2,1.0,1.0,$90.00,30,30,29,4.68,11104
5010368,25840204,1.0,Upper East Side,40.77395,-73.95153,Entire rental unit,Entire home/apt,2,1.0,2.0,$120.00,30,17,101,4.38,10028
5013564,1315306,1.0,Park Slope,40.67438,-73.97541,Private room in rental unit,Private room,1,1.0,1.0,$110.00,30,28,9,4.56,11238
5068972,23340108,1.0,Financial District,40.71095,-74.00694,Entire rental unit,Entire home/apt,2,1.0,1.0,$150.00,30,0,7,4.71,10279
5237336,189275,1.0,Clinton Hill,40.69657,-73.96884,Entire rental unit,Entire home/apt,5,1.0,2.0,$103.00,1,0,107,4.27,11205
5073939,26106667,1.0,Bay Ridge,40.62957655013777,-74.02476864081062,Entire rental unit,Entire home/apt,3,1.0,1.0,$180.00,3,0,3,5.0,11209
5247202,172672,1.0,Upper East Side,40.77607,-73.94802,Entire rental unit,Entire home/apt,2,1.0,1.0,$60.00,30,0,44,4.52,10028
5248975,9423379,1.0,Williamsburg,40.71527,-73.95000999999998,Entire rental unit,Entire home/apt,6,3.0,3.0,$320.00,30,0,10,5.0,11211
5019373,25895198,1.0,Williamsburg,40.71619000000001,-73.94156,Entire rental unit,Entire home/apt,3,1.0,2.0,$80.00,30,0,10,4.2,11211
5078828,3196390,1.0,Flatbush,40.63811,-73.96016,Entire home,Entire home/apt,11,6.0,6.0,$415.00,30,0,3,4.67,11226
5079124,12603113,4.0,Kensington,40.63957,-73.97163,Private room in home,Private room,1,1.0,1.0,$50.00,30,17,47,4.72,11218
5082455,2908101,1.0,Harlem,40.82921,-73.94481,Entire rental unit,Entire home/apt,4,1.0,2.0,$150.00,30,0,30,4.76,10031
5411787,21327210,2.0,Bay Ridge,40.63883,-74.0276,Entire rental unit,Entire home/apt,2,1.0,2.0,$200.00,7,0,30,4.43,11220
5259407,2119276,37.0,West Village,40.73205,-74.0064,Entire rental unit,Entire home/apt,4,1.0,1.0,$155.00,30,1,3,2.0,10014
5093352,19850240,1.0,Harlem,40.80945,-73.94095,Private room in townhouse,Private room,2,1.0,1.0,$50.00,4,0,21,4.57,10037
5094593,7801481,2.0,Bay Terrace,40.78797,-73.7804,Private room in rental unit,Private room,1,1.0,1.0,$99.00,3,0,4,4.75,11359
5260386,3851843,3.0,Woodside,40.74214,-73.90236,Private room in rental unit,Private room,2,1.0,1.0,$56.00,5,4,12,4.75,11377
5414178,28065838,1.0,Prospect Heights,40.6769,-73.96485,Private room in rental unit,Private room,2,1.0,1.0,$150.00,30,0,2,5.0,11238
5262333,27053744,1.0,Midtown,40.76223,-73.97165,Entire rental unit,Entire home/apt,3,1.0,3.0,$149.00,3,0,1,4.0,10153
5100436,26354652,4.0,Flatbush,40.65075,-73.96484,Private room in home,Private room,2,1.0,1.0,$136.00,2,0,3,5.0,11226
5266888,14684238,1.0,East Village,40.72478,-73.98999,Entire townhouse,Entire home/apt,3,1.0,1.0,$150.00,5,0,28,4.81,10012
5102132,26260328,1.0,Bushwick,40.70228,-73.9129,Private room in rental unit,Private room,2,1.0,1.0,$45.00,7,0,1,5.0,11237
5269840,27277459,4.0,East Flatbush,40.65514,-73.91991999999998,Entire rental unit,Entire home/apt,4,2.0,3.0,$139.00,30,6,88,4.86,11212
5414911,27673980,8.0,Flushing,40.74537,-73.83252,Private room in townhouse,Private room,2,1.0,1.0,$68.00,1,6,104,4.63,11355
5424994,9488731,1.0,SoHo,40.72658,-74.00328,Entire rental unit,Entire home/apt,2,1.0,1.0,$150.00,30,0,5,3.6,10012
5276602,20114391,2.0,Fort Greene,40.68485,-73.96854,Private room in rental unit,Private room,1,1.0,1.0,$62.00,14,0,25,5.0,11217
5430560,15402737,1.0,Upper West Side,40.7717,-73.98759,Private room in rental unit,Private room,2,1.0,1.0,$140.00,30,0,2,5.0,10069
5431845,3680008,1.0,Long Island City,40.75279000000001,-73.94089,Entire rental unit,Entire home/apt,3,1.0,2.0,$134.00,500,30,30,4.86,11101
5106041,4265630,3.0,Flatbush,40.64802,-73.95608,Entire rental unit,Entire home/apt,3,1.0,1.0,$85.00,30,30,67,4.52,11226
5277117,6023360,1.0,Crown Heights,40.67221,-73.95584000000002,Private room in rental unit,Private room,1,1.0,1.0,$50.00,30,0,1,5.0,11238
5277242,8627814,1.0,Bushwick,40.70474,-73.9272,Entire rental unit,Entire home/apt,6,1.0,2.0,$100.00,30,0,3,0.0,11237
5106749,26388856,2.0,Long Island City,40.76024,-73.92985999999998,Entire home,Entire home/apt,2,1.0,1.0,$110.00,30,0,49,4.96,11106
5113910,10125456,1.0,Red Hook,40.67507,-74.01209,Entire rental unit,Entire home/apt,4,1.0,2.0,$150.00,4,4,81,4.86,11231
5115534,26433326,1.0,Williamsburg,40.70767,-73.94818000000002,Entire rental unit,Entire home/apt,4,1.0,2.0,$195.00,30,0,3,4.67,11211
5116727,2897021,1.0,East Village,40.72849,-73.98835,Entire rental unit,Entire home/apt,1,1.0,1.0,$137.00,30,0,7,4.86,10003
5117177,7243674,1.0,Greenpoint,40.72376,-73.94957,Entire rental unit,Entire home/apt,3,1.0,1.0,$166.00,7,4,48,4.85,11222
5121827,26435150,1.0,Forest Hills,40.71269,-73.85365,Entire rental unit,Entire home/apt,6,2.0,3.0,$150.00,3,3,9,4.89,11375
5123033,1475015,6.0,Midtown,40.75647,-73.96901,Entire rental unit,Entire home/apt,4,2.0,2.0,$180.00,30,0,1,4.0,10022
5433746,28187447,2.0,Bedford-Stuyvesant,40.68263,-73.91575,Entire rental unit,Entire home/apt,7,3.0,5.0,$105.00,30,0,126,4.67,11233
5434654,28193427,1.0,Cypress Hills,40.67863,-73.88346999999997,Entire rental unit,Entire home/apt,6,3.0,3.0,$214.00,3,0,102,4.66,11208
5439372,19066350,1.0,East Harlem,40.801,-73.94598,Entire rental unit,Entire home/apt,4,1.0,2.0,$60.00,30,1,124,4.35,10026
5442054,16437254,14.0,Fort Greene,40.68827,-73.97700999999998,Entire rental unit,Entire home/apt,6,2.0,3.0,$324.00,30,2,3,4.67,11217
5442584,27204642,1.0,Theater District,40.76261,-73.98286999999998,Entire rental unit,Entire home/apt,2,1.0,1.0,$195.00,30,0,20,4.5,10019
5443318,162280872,188.0,Hell's Kitchen,40.76667,-73.98805,Entire rental unit,Entire home/apt,4,1.0,2.0,$170.00,30,0,15,4.33,10019
5445314,21838149,1.0,DUMBO,40.70408,-73.98645,Private room in loft,Private room,2,1.0,1.0,$250.00,2,5,92,4.87,11201
5125051,1434120,1.0,Bedford-Stuyvesant,40.69674000000001,-73.93703000000002,Entire rental unit,Entire home/apt,2,1.0,1.0,$99.00,30,6,120,4.56,11206
5287414,27376622,1.0,Gramercy,40.73765,-73.98275,Shared room in rental unit,Shared room,2,1.0,1.0,$67.00,1,0,80,4.94,10010
5454050,2119276,37.0,Hell's Kitchen,40.76696,-73.98853000000003,Entire rental unit,Entire home/apt,4,1.0,2.0,$160.00,30,0,21,4.57,10019
5465270,4413909,1.0,Cobble Hill,40.68645,-73.99088,Entire rental unit,Entire home/apt,3,1.0,2.0,$120.00,30,0,7,4.86,11201
5469274,3999031,1.0,Bedford-Stuyvesant,40.68939,-73.93178,Private room in rental unit,Private room,2,1.0,1.0,$85.00,30,15,7,4.5,11221
5287733,27379417,1.0,South Ozone Park,40.66843,-73.82540999999998,Private room in home,Private room,3,1.0,1.0,$85.00,1,0,243,4.66,11420
5470350,1340207,1.0,Harlem,40.81597,-73.94705,Private room in rental unit,Private room,2,1.0,1.0,$81.00,30,0,5,4.5,10030
5288228,860636,3.0,East Morrisania,40.83928,-73.88631,Private room in home,Private room,1,1.0,1.0,$39.00,30,0,15,4.67,10460
5136833,26558533,1.0,Upper West Side,40.79601,-73.96503,Private room in rental unit,Private room,2,1.0,1.0,$79.00,30,0,8,4.13,10025
5293662,6177121,1.0,Fort Greene,40.69189,-73.97048000000002,Entire rental unit,Entire home/apt,2,1.0,1.0,$70.00,30,0,1,5.0,11205
5137531,7881946,1.0,Harlem,40.80618,-73.95482,Entire rental unit,Entire home/apt,4,1.0,1.0,$140.00,30,0,5,0.0,10026
5297292,26134830,1.0,Bedford-Stuyvesant,40.68285,-73.92195,Entire rental unit,Entire home/apt,6,2.0,4.0,$300.00,3,0,119,4.75,11233
5141379,21112602,1.0,West Village,40.73437,-73.99904000000002,Entire rental unit,Entire home/apt,2,1.0,1.0,$198.00,30,0,15,4.8,10014
5298299,11462251,1.0,Chelsea,40.74009,-73.99719,Private room in rental unit,Private room,2,1.0,1.0,$109.00,30,0,2,4.5,10011
5298458,2730883,2.0,Washington Heights,40.85521,-73.93168,Entire rental unit,Entire home/apt,3,2.0,3.0,$77.00,30,28,5,3.5,10040
5144689,26597048,2.0,East Harlem,40.80581,-73.94234,Entire rental unit,Entire home/apt,4,1.0,2.0,$139.00,3,2,236,4.65,10037
5148878,215570,1.0,Williamsburg,40.71081,-73.96373,Entire rental unit,Entire home/apt,4,2.0,2.0,$125.00,30,0,5,4.6,11249
5478741,28411613,1.0,Midtown,40.74495,-73.98402,Entire rental unit,Entire home/apt,10,3.0,9.0,$589.00,30,0,71,4.55,10016
5298896,3868692,2.0,Financial District,40.70419,-74.01127,Private room in loft,Private room,2,1.0,1.0,$150.00,5,0,203,4.98,10005
5164045,26710027,1.0,Bedford-Stuyvesant,40.68074,-73.92513000000002,Private room in home,Private room,2,1.0,1.0,$65.00,30,0,21,4.76,11233
5301003,1763862,1.0,South Slope,40.6658,-73.98555,Entire home,Entire home/apt,4,1.0,3.0,$162.00,2,3,237,4.9,11215
5168749,10433019,1.0,Long Island City,40.74425,-73.94953000000002,Entire rental unit,Entire home/apt,2,1.0,1.0,$168.00,30,0,15,5.0,11109
5482918,26602392,2.0,Springfield Gardens,40.66228,-73.76675999999998,Private room in rental unit,Private room,2,1.0,1.0,$85.00,1,26,159,4.82,11413
5487204,6834165,1.0,Crown Heights,40.67216,-73.94281,Shared room in rental unit,Shared room,1,1.0,1.0,$70.00,30,0,2,5.0,11213
5303100,25854571,1.0,Greenpoint,40.72739,-73.94121,Private room in rental unit,Private room,1,1.0,1.0,$49.00,30,0,2,4.5,11222
5304431,7503643,33.0,Greenpoint,40.72756,-73.9407,Entire serviced apartment,Entire home/apt,5,2.0,2.0,$179.00,30,12,18,4.76,11222
5494750,26377263,69.0,East Flatbush,40.65875,-73.93451,Private room in rental unit,Private room,2,1.0,1.0,$43.00,6,0,3,5.0,11203
5495026,26377263,69.0,East Flatbush,40.66084,-73.93418,Private room in rental unit,Private room,2,1.0,1.0,$60.00,6,0,5,4.6,11213
5495927,860636,3.0,Tremont,40.84041,-73.88835,Private room in home,Private room,2,1.0,1.0,$40.00,30,0,25,4.83,10460
5183502,1762555,1.0,Williamsburg,40.71598,-73.945,Private room in rental unit,Private room,2,1.0,1.0,$75.00,1,0,45,4.58,11211
5500197,6050250,1.0,Williamsburg,40.71298,-73.93835,Entire rental unit,Entire home/apt,2,1.0,1.0,$145.00,30,0,8,4.88,11211
5309448,27503203,1.0,Williamsburg,40.71372,-73.94434,Private room in rental unit,Private room,2,1.0,1.0,$102.00,14,0,1,5.0,11211
5505918,28557212,1.0,East Village,40.73117,-73.98337,Private room in rental unit,Private room,2,1.0,1.0,$60.00,30,0,4,5.0,10003
5185359,5788393,1.0,Astoria,40.75976,-73.92603000000003,Entire rental unit,Entire home/apt,4,1.0,2.0,$99.00,30,0,19,4.5,11106
5188840,26377263,69.0,Far Rockaway,40.59621,-73.75413,Private room in rental unit,Private room,2,1.0,1.0,$47.00,6,0,10,5.0,11691
5309959,22420999,5.0,Richmond Hill,40.69579,-73.83174,Private room in home,Private room,1,1.0,1.0,$48.00,2,2,30,4.97,11418
5191617,3977023,2.0,Bedford-Stuyvesant,40.69131,-73.95383000000002,Private room in rental unit,Private room,1,1.0,1.0,$70.00,30,0,1,4.0,11216
5192165,26856159,3.0,Harlem,40.82197,-73.946,Private room in home,Private room,3,1.0,1.0,$75.00,1,0,291,4.63,10031
5506438,2263462,1.0,Kips Bay,40.74265,-73.97364,Private room in rental unit,Private room,2,1.0,1.0,$100.00,30,0,1,5.0,10016
5192219,26856159,3.0,Harlem,40.82347,-73.94651,Private room in home,Private room,3,1.0,1.0,$66.00,1,2,271,4.44,10031
5315798,22761603,1.0,Williamsburg,40.71425,-73.96054000000002,Private room in rental unit,Private room,2,1.0,1.0,$90.00,30,0,1,5.0,11249
5509771,1098902,2.0,Park Slope,40.67154,-73.97998,Entire rental unit,Entire home/apt,3,1.0,1.0,$215.00,3,3,214,4.77,11238
5316158,936258,1.0,Clinton Hill,40.68596,-73.96443000000002,Entire rental unit,Entire home/apt,4,2.0,2.0,$175.00,2,0,8,4.86,11205
5510725,7580514,1.0,Hell's Kitchen,40.76209,-73.98816,Entire rental unit,Entire home/apt,2,1.0,1.0,$160.00,2,0,61,4.92,10036
5194812,23909946,3.0,Bushwick,40.68808,-73.91861999999998,Private room in rental unit,Private room,2,1.0,1.0,$80.00,14,0,96,4.56,11221
5319150,3865502,1.0,Williamsburg,40.71268,-73.95693,Entire condo,Entire home/apt,2,1.0,1.0,$120.00,30,0,21,4.94,11249
5195568,26877037,4.0,Sheepshead Bay,40.59858,-73.95817,Private room in rental unit,Private room,2,1.0,1.0,$138.00,30,30,3,5.0,11229
5511036,28584269,2.0,Crown Heights,40.67486,-73.96068000000002,Entire rental unit,Entire home/apt,2,1.0,1.0,$115.00,5,3,88,4.65,11238
5319785,5734689,1.0,Gramercy,40.73722,-73.98039,Entire rental unit,Entire home/apt,2,1.0,2.0,$189.00,30,0,27,4.81,10010
5512274,7033514,1.0,West Village,40.73373,-74.00647,Entire rental unit,Entire home/apt,2,1.0,1.0,$199.00,30,0,1,5.0,10014
5320325,27502008,1.0,Harlem,40.81568,-73.94912,Private room in rental unit,Private room,1,1.0,1.0,$41.00,30,0,107,4.56,10030
5204458,1238879,1.0,Crown Heights,40.67247,-73.92894,Entire rental unit,Entire home/apt,3,1.0,1.0,$96.00,30,0,2,4.0,11213
5519207,3191371,2.0,East Harlem,40.80712,-73.93898,Private room in townhouse,Private room,2,1.0,2.0,$82.00,2,4,207,4.86,10037
5320983,588270,2.0,DUMBO,40.70264,-73.98808000000002,Entire rental unit,Entire home/apt,6,2.0,3.0,$356.00,2,3,307,4.64,11201
5520934,28629958,1.0,Williamsburg,40.71499,-73.9599,Entire rental unit,Entire home/apt,2,1.0,1.0,$168.00,30,5,6,4.8,11249
5207973,26942242,1.0,East Village,40.7295,-73.98623,Entire rental unit,Entire home/apt,4,2.0,2.0,$230.00,30,0,1,0.0,10003
5213963,26975156,1.0,East Harlem,40.80199,-73.93353,Entire rental unit,Entire home/apt,3,1.0,2.0,$119.00,4,0,1,5.0,10035
5217507,3510638,1.0,Murray Hill,40.74625,-73.97505,Entire rental unit,Entire home/apt,3,1.0,1.0,$75.00,5,0,13,4.15,10016
5327598,11576606,1.0,East Village,40.72372,-73.98523,Entire rental unit,Entire home/apt,3,1.0,1.0,$199.00,30,0,1,5.0,10009
5337757,117949,1.0,Greenpoint,40.72724,-73.94208,Private room in rental unit,Private room,1,1.0,1.0,$43.00,30,0,97,4.76,11222
5224210,1220404,3.0,East New York,40.66836,-73.89256999999998,Entire home,Entire home/apt,2,1.0,1.0,$140.00,2,7,61,4.77,11207
5626601,29161738,1.0,Harlem,40.82831,-73.94919,Private room in rental unit,Private room,1,1.0,1.0,$55.00,30,0,7,4.43,10031
5525510,23086547,1.0,Little Italy,40.71915,-73.99869,Entire rental unit,Entire home/apt,1,1.0,1.0,$135.00,30,30,76,4.84,10013
5340170,27240422,1.0,Park Slope,40.6732,-73.98477,Private room in rental unit,Private room,2,1.0,1.0,$45.00,30,0,2,5.0,11217
